job_id,job_title,company,location,description,responsibilities,required_skills,preferred_skills,qualifications,experience,education
JOB042,Frontend Development Intern - Technology Intern,BluePeak AI,Remote - India,"BluePeak AI is seeking a motivated frontend development intern to work with an engineering team on practical projects involving HTML, CSS, JavaScript. The intern will contribute to development, testing, documentation, and team collaboration while learning production engineering practices.","Work on internship projects using HTML and CSS. | Implement, test, debug, and document assigned features or analysis tasks. | Collaborate with engineers, analysts, designers, or product stakeholders. | Participate in code reviews, sprint discussions, and technical learning sessions.","HTML, CSS, JavaScript, React, Git","TypeScript, Tailwind CSS, Figma",Currently enrolled in an undergraduate program in a computing or engineering discipline.,Students with 0–1 years of relevant experience.,B.Tech/B.E./B.Sc. undergraduate in a relevant technical field
JOB043,Backend Development Intern,BrightPath Technologies,"Chennai, India","BrightPath Technologies is seeking a motivated backend development intern to work with an engineering team on practical projects involving Python, Java, REST APIs. The intern will contribute to development, testing, documentation, and team collaboration while learning production engineering practices.","Work on internship projects using Python and Java. | Implement, test, debug, and document assigned features or analysis tasks. | Collaborate with engineers, analysts, designers, or product stakeholders. | Participate in code reviews, sprint discussions, and technical learning sessions.","Python, Java, REST APIs, SQL, Git","FastAPI, Spring Boot, Docker","Currently pursuing B.Tech/B.E. in Computer Science, Information Technology, AI, Data Science, or related field.",0–1 years; internship and academic project experience accepted.,B.Tech/B.E./B.Sc. undergraduate in a relevant technical field
JOB044,Full Stack Development Intern - Summer Internship,CloudBridge Systems,"Hyderabad, India","CloudBridge Systems is seeking a motivated full stack development intern to work with an engineering team on practical projects involving JavaScript, React, Node.js. The intern will contribute to development, testing, documentation, and team collaboration while learning production engineering practices.","Work on internship projects using JavaScript and React. | Implement, test, debug, and document assigned features or analysis tasks. | Collaborate with engineers, analysts, designers, or product stakeholders. | Participate in code reviews, sprint discussions, and technical learning sessions.","JavaScript, React, Node.js, MongoDB, Git","Express.js, TypeScript, AWS","Pursuing a bachelor's degree in Computer Science, Engineering, Data Science, or a related technical discipline.",Freshers welcome; prior internship or project experience is a plus.,B.Tech/B.E./B.Sc. undergraduate in a relevant technical field
JOB045,Data Science Intern - Technology Intern,AsterByte Systems,"Noida, India","AsterByte Systems is seeking a motivated data science intern to work with an engineering team on practical projects involving Python, Pandas, NumPy. The intern will contribute to development, testing, documentation, and team collaboration while learning production engineering practices.","Work on internship projects using Python and Pandas. | Implement, test, debug, and document assigned features or analysis tasks. | Collaborate with engineers, analysts, designers, or product stakeholders. | Participate in code reviews, sprint discussions, and technical learning sessions.","Python, Pandas, NumPy, SQL, Statistics","Scikit-learn, Matplotlib, Power BI",Currently enrolled in an undergraduate program in a computing or engineering discipline.,Students with 0–1 years of relevant experience.,B.Tech/B.E./B.Sc. undergraduate in a relevant technical field
JOB046,Machine Learning Intern,ApexGrid,"Hyderabad, India","ApexGrid is seeking a motivated machine learning intern to work with an engineering team on practical projects involving Python, NumPy, Pandas. The intern will contribute to development, testing, documentation, and team collaboration while learning production engineering practices.","Work on internship projects using Python and NumPy. | Implement, test, debug, and document assigned features or analysis tasks. | Collaborate with engineers, analysts, designers, or product stakeholders. | Participate in code reviews, sprint discussions, and technical learning sessions.","Python, NumPy, Pandas, Scikit-learn, Machine Learning","TensorFlow, PyTorch, MLflow","Currently pursuing B.Tech/B.E. in Computer Science, Information Technology, AI, Data Science, or related field.",0–1 years; internship and academic project experience accepted.,B.Tech/B.E./B.Sc. undergraduate in a relevant technical field
JOB047,AI/ML Intern - Summer Internship,DataSphere Analytics,"Pune, India","DataSphere Analytics is seeking a motivated ai/ml intern to work with an engineering team on practical projects involving Python, Machine Learning, Deep Learning. The intern will contribute to development, testing, documentation, and team collaboration while learning production engineering practices.","Work on internship projects using Python and Machine Learning. | Implement, test, debug, and document assigned features or analysis tasks. | Collaborate with engineers, analysts, designers, or product stakeholders. | Participate in code reviews, sprint discussions, and technical learning sessions.","Python, Machine Learning, Deep Learning, SQL","PyTorch, TensorFlow, NLP","Pursuing a bachelor's degree in Computer Science, Engineering, Data Science, or a related technical discipline.",Freshers welcome; prior internship or project experience is a plus.,B.Tech/B.E./B.Sc. undergraduate in a relevant technical field
JOB048,Data Analyst Intern - Technology Intern,NexaWorks,"Gurugram, India","NexaWorks is seeking a motivated data analyst intern to work with an engineering team on practical projects involving SQL, Excel, Python. The intern will contribute to development, testing, documentation, and team collaboration while learning production engineering practices.","Work on internship projects using SQL and Excel. | Implement, test, debug, and document assigned features or analysis tasks. | Collaborate with engineers, analysts, designers, or product stakeholders. | Participate in code reviews, sprint discussions, and technical learning sessions.","SQL, Excel, Python, Statistics","Power BI, Tableau, Pandas",Currently enrolled in an undergraduate program in a computing or engineering discipline.,Students with 0–1 years of relevant experience.,B.Tech/B.E./B.Sc. undergraduate in a relevant technical field
JOB049,Cloud Engineering Intern,FinTechNova,"Mumbai, India","FinTechNova is seeking a motivated cloud engineering intern to work with an engineering team on practical projects involving Linux, Git, Networking. The intern will contribute to development, testing, documentation, and team collaboration while learning production engineering practices.","Work on internship projects using Linux and Git. | Implement, test, debug, and document assigned features or analysis tasks. | Collaborate with engineers, analysts, designers, or product stakeholders. | Participate in code reviews, sprint discussions, and technical learning sessions.","Linux, Git, Networking, Python","AWS, Docker, Kubernetes","Currently pursuing B.Tech/B.E. in Computer Science, Information Technology, AI, Data Science, or related field.",0–1 years; internship and academic project experience accepted.,B.Tech/B.E./B.Sc. undergraduate in a relevant technical field
JOB050,DevOps Intern - Summer Internship,NextGen Software,"Chennai, India","NextGen Software is seeking a motivated devops intern to work with an engineering team on practical projects involving Linux, Git, CI/CD. The intern will contribute to development, testing, documentation, and team collaboration while learning production engineering practices.","Work on internship projects using Linux and Git. | Implement, test, debug, and document assigned features or analysis tasks. | Collaborate with engineers, analysts, designers, or product stakeholders. | Participate in code reviews, sprint discussions, and technical learning sessions.","Linux, Git, CI/CD, Docker","Jenkins, Kubernetes, AWS","Pursuing a bachelor's degree in Computer Science, Engineering, Data Science, or a related technical discipline.",Freshers welcome; prior internship or project experience is a plus.,B.Tech/B.E./B.Sc. undergraduate in a relevant technical field
JOB051,Cybersecurity Intern - Technology Intern,QuantumStack,"Mumbai, India","QuantumStack is seeking a motivated cybersecurity intern to work with an engineering team on practical projects involving Networking, Linux, Python. The intern will contribute to development, testing, documentation, and team collaboration while learning production engineering practices.","Work on internship projects using Networking and Linux. | Implement, test, debug, and document assigned features or analysis tasks. | Collaborate with engineers, analysts, designers, or product stakeholders. | Participate in code reviews, sprint discussions, and technical learning sessions.","Networking, Linux, Python, Cybersecurity","Wireshark, SIEM, OWASP",Currently enrolled in an undergraduate program in a computing or engineering discipline.,Students with 0–1 years of relevant experience.,B.Tech/B.E./B.Sc. undergraduate in a relevant technical field
JOB052,Mobile App Development Intern,SecureSphere,"Pune, India","SecureSphere is seeking a motivated mobile app development intern to work with an engineering team on practical projects involving Java, Kotlin, Git. The intern will contribute to development, testing, documentation, and team collaboration while learning production engineering practices.","Work on internship projects using Java and Kotlin. | Implement, test, debug, and document assigned features or analysis tasks. | Collaborate with engineers, analysts, designers, or product stakeholders. | Participate in code reviews, sprint discussions, and technical learning sessions.","Java, Kotlin, Git, REST APIs","Android Studio, Firebase, Jetpack Compose","Currently pursuing B.Tech/B.E. in Computer Science, Information Technology, AI, Data Science, or related field.",0–1 years; internship and academic project experience accepted.,B.Tech/B.E./B.Sc. undergraduate in a relevant technical field
JOB053,UI/UX Design Intern - Summer Internship,InnovateX Technologies,"Bengaluru, India","InnovateX Technologies is seeking a motivated ui/ux design intern to work with an engineering team on practical projects involving Figma, Wireframing, Prototyping. The intern will contribute to development, testing, documentation, and team collaboration while learning production engineering practices.","Work on internship projects using Figma and Wireframing. | Implement, test, debug, and document assigned features or analysis tasks. | Collaborate with engineers, analysts, designers, or product stakeholders. | Participate in code reviews, sprint discussions, and technical learning sessions.","Figma, Wireframing, Prototyping, UI Design","Design Systems, User Research, Adobe XD","Pursuing a bachelor's degree in Computer Science, Engineering, Data Science, or a related technical discipline.",Freshers welcome; prior internship or project experience is a plus.,B.Tech/B.E./B.Sc. undergraduate in a relevant technical field
JOB054,Database Intern - Technology Intern,Orion Infotech,"Kochi, India","Orion Infotech is seeking a motivated database intern to work with an engineering team on practical projects involving SQL, DBMS, Python. The intern will contribute to development, testing, documentation, and team collaboration while learning production engineering practices.","Work on internship projects using SQL and DBMS. | Implement, test, debug, and document assigned features or analysis tasks. | Collaborate with engineers, analysts, designers, or product stakeholders. | Participate in code reviews, sprint discussions, and technical learning sessions.","SQL, DBMS, Python, Git","PostgreSQL, MongoDB, MySQL",Currently enrolled in an undergraduate program in a computing or engineering discipline.,Students with 0–1 years of relevant experience.,B.Tech/B.E./B.Sc. undergraduate in a relevant technical field
JOB055,QA/Testing Intern,RoboMind Labs,"Bengaluru, India","RoboMind Labs is seeking a motivated qa/testing intern to work with an engineering team on practical projects involving Manual Testing, Test Cases, SQL. The intern will contribute to development, testing, documentation, and team collaboration while learning production engineering practices.","Work on internship projects using Manual Testing and Test Cases. | Implement, test, debug, and document assigned features or analysis tasks. | Collaborate with engineers, analysts, designers, or product stakeholders. | Participate in code reviews, sprint discussions, and technical learning sessions.","Manual Testing, Test Cases, SQL, Git","Selenium, Cypress, API Testing","Currently pursuing B.Tech/B.E. in Computer Science, Information Technology, AI, Data Science, or related field.",0–1 years; internship and academic project experience accepted.,B.Tech/B.E./B.Sc. undergraduate in a relevant technical field
JOB056,NLP Intern - Summer Internship,Vertex Digital,"Hyderabad, India","Vertex Digital is seeking a motivated nlp intern to work with an engineering team on practical projects involving Python, NLP, Machine Learning. The intern will contribute to development, testing, documentation, and team collaboration while learning production engineering practices.","Work on internship projects using Python and NLP. | Implement, test, debug, and document assigned features or analysis tasks. | Collaborate with engineers, analysts, designers, or product stakeholders. | Participate in code reviews, sprint discussions, and technical learning sessions.","Python, NLP, Machine Learning, Pandas","Transformers, Hugging Face, spaCy","Pursuing a bachelor's degree in Computer Science, Engineering, Data Science, or a related technical discipline.",Freshers welcome; prior internship or project experience is a plus.,B.Tech/B.E./B.Sc. undergraduate in a relevant technical field
JOB057,Computer Vision Intern - Technology Intern,PixelForge,Remote - India,"PixelForge is seeking a motivated computer vision intern to work with an engineering team on practical projects involving Python, OpenCV, Machine Learning. The intern will contribute to development, testing, documentation, and team collaboration while learning production engineering practices.","Work on internship projects using Python and OpenCV. | Implement, test, debug, and document assigned features or analysis tasks. | Collaborate with engineers, analysts, designers, or product stakeholders. | Participate in code reviews, sprint discussions, and technical learning sessions.","Python, OpenCV, Machine Learning, NumPy","PyTorch, TensorFlow, YOLO",Currently enrolled in an undergraduate program in a computing or engineering discipline.,Students with 0–1 years of relevant experience.,B.Tech/B.E./B.Sc. undergraduate in a relevant technical field
JOB058,Business Analytics Intern,InsightLoop,"Noida, India","InsightLoop is seeking a motivated business analytics intern to work with an engineering team on practical projects involving Excel, SQL, Statistics. The intern will contribute to development, testing, documentation, and team collaboration while learning production engineering practices.","Work on internship projects using Excel and SQL. | Implement, test, debug, and document assigned features or analysis tasks. | Collaborate with engineers, analysts, designers, or product stakeholders. | Participate in code reviews, sprint discussions, and technical learning sessions.","Excel, SQL, Statistics, Data Analysis","Power BI, Tableau, Python","Currently pursuing B.Tech/B.E. in Computer Science, Information Technology, AI, Data Science, or related field.",0–1 years; internship and academic project experience accepted.,B.Tech/B.E./B.Sc. undergraduate in a relevant technical field
JOB059,Product Engineering Intern - Summer Internship,CodeCraft Solutions,"Pune, India","CodeCraft Solutions is seeking a motivated product engineering intern to work with an engineering team on practical projects involving Python, JavaScript, SQL. The intern will contribute to development, testing, documentation, and team collaboration while learning production engineering practices.","Work on internship projects using Python and JavaScript. | Implement, test, debug, and document assigned features or analysis tasks. | Collaborate with engineers, analysts, designers, or product stakeholders. | Participate in code reviews, sprint discussions, and technical learning sessions.","Python, JavaScript, SQL, Git","React, Node.js, AWS","Pursuing a bachelor's degree in Computer Science, Engineering, Data Science, or a related technical discipline.",Freshers welcome; prior internship or project experience is a plus.,B.Tech/B.E./B.Sc. undergraduate in a relevant technical field
JOB060,Generative AI Intern - Technology Intern,Cognivia Labs,"Bengaluru, India","Cognivia Labs is seeking a motivated generative ai intern to work with an engineering team on practical projects involving Python, LLMs, Machine Learning. The intern will contribute to development, testing, documentation, and team collaboration while learning production engineering practices.","Work on internship projects using Python and LLMs. | Implement, test, debug, and document assigned features or analysis tasks. | Collaborate with engineers, analysts, designers, or product stakeholders. | Participate in code reviews, sprint discussions, and technical learning sessions.","Python, LLMs, Machine Learning, Git","RAG, LangChain, Vector Databases",Currently enrolled in an undergraduate program in a computing or engineering discipline.,Students with 0–1 years of relevant experience.,B.Tech/B.E./B.Sc. undergraduate in a relevant technical field
JOB061,Software Engineering Intern,TechNova Labs,"Bengaluru, India","TechNova Labs is seeking a motivated software engineering intern to work with an engineering team on practical projects involving Java, Python, Git. The intern will contribute to development, testing, documentation, and team collaboration while learning production engineering practices.","Work on internship projects using Java and Python. | Implement, test, debug, and document assigned features or analysis tasks. | Collaborate with engineers, analysts, designers, or product stakeholders. | Participate in code reviews, sprint discussions, and technical learning sessions.","Java, Python, Git, REST APIs, Data Structures","Spring Boot, Docker, AWS","Currently pursuing B.Tech/B.E. in Computer Science, Information Technology, AI, Data Science, or related field.",0–1 years; internship and academic project experience accepted.,B.Tech/B.E./B.Sc. undergraduate in a relevant technical field
JOB062,Frontend Development Intern - Summer Internship,BluePeak AI,Remote - India,"BluePeak AI is seeking a motivated frontend development intern to work with an engineering team on practical projects involving HTML, CSS, JavaScript. The intern will contribute to development, testing, documentation, and team collaboration while learning production engineering practices.","Work on internship projects using HTML and CSS. | Implement, test, debug, and document assigned features or analysis tasks. | Collaborate with engineers, analysts, designers, or product stakeholders. | Participate in code reviews, sprint discussions, and technical learning sessions.","HTML, CSS, JavaScript, React, Git","TypeScript, Tailwind CSS, Figma","Pursuing a bachelor's degree in Computer Science, Engineering, Data Science, or a related technical discipline.",Freshers welcome; prior internship or project experience is a plus.,B.Tech/B.E./B.Sc. undergraduate in a relevant technical field
JOB063,Backend Development Intern - Technology Intern,BrightPath Technologies,"Chennai, India","BrightPath Technologies is seeking a motivated backend development intern to work with an engineering team on practical projects involving Python, Java, REST APIs. The intern will contribute to development, testing, documentation, and team collaboration while learning production engineering practices.","Work on internship projects using Python and Java. | Implement, test, debug, and document assigned features or analysis tasks. | Collaborate with engineers, analysts, designers, or product stakeholders. | Participate in code reviews, sprint discussions, and technical learning sessions.","Python, Java, REST APIs, SQL, Git","FastAPI, Spring Boot, Docker",Currently enrolled in an undergraduate program in a computing or engineering discipline.,Students with 0–1 years of relevant experience.,B.Tech/B.E./B.Sc. undergraduate in a relevant technical field
JOB064,Full Stack Development Intern,CloudBridge Systems,"Hyderabad, India","CloudBridge Systems is seeking a motivated full stack development intern to work with an engineering team on practical projects involving JavaScript, React, Node.js. The intern will contribute to development, testing, documentation, and team collaboration while learning production engineering practices.","Work on internship projects using JavaScript and React. | Implement, test, debug, and document assigned features or analysis tasks. | Collaborate with engineers, analysts, designers, or product stakeholders. | Participate in code reviews, sprint discussions, and technical learning sessions.","JavaScript, React, Node.js, MongoDB, Git","Express.js, TypeScript, AWS","Currently pursuing B.Tech/B.E. in Computer Science, Information Technology, AI, Data Science, or related field.",0–1 years; internship and academic project experience accepted.,B.Tech/B.E./B.Sc. undergraduate in a relevant technical field
JOB065,Data Science Intern - Summer Internship,AsterByte Systems,"Noida, India","AsterByte Systems is seeking a motivated data science intern to work with an engineering team on practical projects involving Python, Pandas, NumPy. The intern will contribute to development, testing, documentation, and team collaboration while learning production engineering practices.","Work on internship projects using Python and Pandas. | Implement, test, debug, and document assigned features or analysis tasks. | Collaborate with engineers, analysts, designers, or product stakeholders. | Participate in code reviews, sprint discussions, and technical learning sessions.","Python, Pandas, NumPy, SQL, Statistics","Scikit-learn, Matplotlib, Power BI","Pursuing a bachelor's degree in Computer Science, Engineering, Data Science, or a related technical discipline.",Freshers welcome; prior internship or project experience is a plus.,B.Tech/B.E./B.Sc. undergraduate in a relevant technical field
JOB066,Machine Learning Intern - Technology Intern,ApexGrid,"Hyderabad, India","ApexGrid is seeking a motivated machine learning intern to work with an engineering team on practical projects involving Python, NumPy, Pandas. The intern will contribute to development, testing, documentation, and team collaboration while learning production engineering practices.","Work on internship projects using Python and NumPy. | Implement, test, debug, and document assigned features or analysis tasks. | Collaborate with engineers, analysts, designers, or product stakeholders. | Participate in code reviews, sprint discussions, and technical learning sessions.","Python, NumPy, Pandas, Scikit-learn, Machine Learning","TensorFlow, PyTorch, MLflow",Currently enrolled in an undergraduate program in a computing or engineering discipline.,Students with 0–1 years of relevant experience.,B.Tech/B.E./B.Sc. undergraduate in a relevant technical field
JOB067,AI/ML Intern,DataSphere Analytics,"Pune, India","DataSphere Analytics is seeking a motivated ai/ml intern to work with an engineering team on practical projects involving Python, Machine Learning, Deep Learning. The intern will contribute to development, testing, documentation, and team collaboration while learning production engineering practices.","Work on internship projects using Python and Machine Learning. | Implement, test, debug, and document assigned features or analysis tasks. | Collaborate with engineers, analysts, designers, or product stakeholders. | Participate in code reviews, sprint discussions, and technical learning sessions.","Python, Machine Learning, Deep Learning, SQL","PyTorch, TensorFlow, NLP","Currently pursuing B.Tech/B.E. in Computer Science, Information Technology, AI, Data Science, or related field.",0–1 years; internship and academic project experience accepted.,B.Tech/B.E./B.Sc. undergraduate in a relevant technical field
JOB068,Data Analyst Intern - Summer Internship,NexaWorks,"Gurugram, India","NexaWorks is seeking a motivated data analyst intern to work with an engineering team on practical projects involving SQL, Excel, Python. The intern will contribute to development, testing, documentation, and team collaboration while learning production engineering practices.","Work on internship projects using SQL and Excel. | Implement, test, debug, and document assigned features or analysis tasks. | Collaborate with engineers, analysts, designers, or product stakeholders. | Participate in code reviews, sprint discussions, and technical learning sessions.","SQL, Excel, Python, Statistics","Power BI, Tableau, Pandas","Pursuing a bachelor's degree in Computer Science, Engineering, Data Science, or a related technical discipline.",Freshers welcome; prior internship or project experience is a plus.,B.Tech/B.E./B.Sc. undergraduate in a relevant technical field
JOB069,Cloud Engineering Intern - Technology Intern,FinTechNova,"Mumbai, India","FinTechNova is seeking a motivated cloud engineering intern to work with an engineering team on practical projects involving Linux, Git, Networking. The intern will contribute to development, testing, documentation, and team collaboration while learning production engineering practices.","Work on internship projects using Linux and Git. | Implement, test, debug, and document assigned features or analysis tasks. | Collaborate with engineers, analysts, designers, or product stakeholders. | Participate in code reviews, sprint discussions, and technical learning sessions.","Linux, Git, Networking, Python","AWS, Docker, Kubernetes",Currently enrolled in an undergraduate program in a computing or engineering discipline.,Students with 0–1 years of relevant experience.,B.Tech/B.E./B.Sc. undergraduate in a relevant technical field
JOB070,DevOps Intern,NextGen Software,"Chennai, India","NextGen Software is seeking a motivated devops intern to work with an engineering team on practical projects involving Linux, Git, CI/CD. The intern will contribute to development, testing, documentation, and team collaboration while learning production engineering practices.","Work on internship projects using Linux and Git. | Implement, test, debug, and document assigned features or analysis tasks. | Collaborate with engineers, analysts, designers, or product stakeholders. | Participate in code reviews, sprint discussions, and technical learning sessions.","Linux, Git, CI/CD, Docker","Jenkins, Kubernetes, AWS","Currently pursuing B.Tech/B.E. in Computer Science, Information Technology, AI, Data Science, or related field.",0–1 years; internship and academic project experience accepted.,B.Tech/B.E./B.Sc. undergraduate in a relevant technical field
JOB071,Cybersecurity Intern - Summer Internship,QuantumStack,"Mumbai, India","QuantumStack is seeking a motivated cybersecurity intern to work with an engineering team on practical projects involving Networking, Linux, Python. The intern will contribute to development, testing, documentation, and team collaboration while learning production engineering practices.","Work on internship projects using Networking and Linux. | Implement, test, debug, and document assigned features or analysis tasks. | Collaborate with engineers, analysts, designers, or product stakeholders. | Participate in code reviews, sprint discussions, and technical learning sessions.","Networking, Linux, Python, Cybersecurity","Wireshark, SIEM, OWASP","Pursuing a bachelor's degree in Computer Science, Engineering, Data Science, or a related technical discipline.",Freshers welcome; prior internship or project experience is a plus.,B.Tech/B.E./B.Sc. undergraduate in a relevant technical field
JOB072,Mobile App Development Intern - Technology Intern,SecureSphere,"Pune, India","SecureSphere is seeking a motivated mobile app development intern to work with an engineering team on practical projects involving Java, Kotlin, Git. The intern will contribute to development, testing, documentation, and team collaboration while learning production engineering practices.","Work on internship projects using Java and Kotlin. | Implement, test, debug, and document assigned features or analysis tasks. | Collaborate with engineers, analysts, designers, or product stakeholders. | Participate in code reviews, sprint discussions, and technical learning sessions.","Java, Kotlin, Git, REST APIs","Android Studio, Firebase, Jetpack Compose",Currently enrolled in an undergraduate program in a computing or engineering discipline.,Students with 0–1 years of relevant experience.,B.Tech/B.E./B.Sc. undergraduate in a relevant technical field
JOB073,UI/UX Design Intern,InnovateX Technologies,"Bengaluru, India","InnovateX Technologies is seeking a motivated ui/ux design intern to work with an engineering team on practical projects involving Figma, Wireframing, Prototyping. The intern will contribute to development, testing, documentation, and team collaboration while learning production engineering practices.","Work on internship projects using Figma and Wireframing. | Implement, test, debug, and document assigned features or analysis tasks. | Collaborate with engineers, analysts, designers, or product stakeholders. | Participate in code reviews, sprint discussions, and technical learning sessions.","Figma, Wireframing, Prototyping, UI Design","Design Systems, User Research, Adobe XD","Currently pursuing B.Tech/B.E. in Computer Science, Information Technology, AI, Data Science, or related field.",0–1 years; internship and academic project experience accepted.,B.Tech/B.E./B.Sc. undergraduate in a relevant technical field
JOB074,Database Intern - Summer Internship,Orion Infotech,"Kochi, India","Orion Infotech is seeking a motivated database intern to work with an engineering team on practical projects involving SQL, DBMS, Python. The intern will contribute to development, testing, documentation, and team collaboration while learning production engineering practices.","Work on internship projects using SQL and DBMS. | Implement, test, debug, and document assigned features or analysis tasks. | Collaborate with engineers, analysts, designers, or product stakeholders. | Participate in code reviews, sprint discussions, and technical learning sessions.","SQL, DBMS, Python, Git","PostgreSQL, MongoDB, MySQL","Pursuing a bachelor's degree in Computer Science, Engineering, Data Science, or a related technical discipline.",Freshers welcome; prior internship or project experience is a plus.,B.Tech/B.E./B.Sc. undergraduate in a relevant technical field
JOB075,QA/Testing Intern - Technology Intern,RoboMind Labs,"Bengaluru, India","RoboMind Labs is seeking a motivated qa/testing intern to work with an engineering team on practical projects involving Manual Testing, Test Cases, SQL. The intern will contribute to development, testing, documentation, and team collaboration while learning production engineering practices.","Work on internship projects using Manual Testing and Test Cases. | Implement, test, debug, and document assigned features or analysis tasks. | Collaborate with engineers, analysts, designers, or product stakeholders. | Participate in code reviews, sprint discussions, and technical learning sessions.","Manual Testing, Test Cases, SQL, Git","Selenium, Cypress, API Testing",Currently enrolled in an undergraduate program in a computing or engineering discipline.,Students with 0–1 years of relevant experience.,B.Tech/B.E./B.Sc. undergraduate in a relevant technical field
JOB076,NLP Intern,Vertex Digital,"Hyderabad, India","Vertex Digital is seeking a motivated nlp intern to work with an engineering team on practical projects involving Python, NLP, Machine Learning. The intern will contribute to development, testing, documentation, and team collaboration while learning production engineering practices.","Work on internship projects using Python and NLP. | Implement, test, debug, and document assigned features or analysis tasks. | Collaborate with engineers, analysts, designers, or product stakeholders. | Participate in code reviews, sprint discussions, and technical learning sessions.","Python, NLP, Machine Learning, Pandas","Transformers, Hugging Face, spaCy","Currently pursuing B.Tech/B.E. in Computer Science, Information Technology, AI, Data Science, or related field.",0–1 years; internship and academic project experience accepted.,B.Tech/B.E./B.Sc. undergraduate in a relevant technical field
JOB077,Computer Vision Intern - Summer Internship,PixelForge,Remote - India,"PixelForge is seeking a motivated computer vision intern to work with an engineering team on practical projects involving Python, OpenCV, Machine Learning. The intern will contribute to development, testing, documentation, and team collaboration while learning production engineering practices.","Work on internship projects using Python and OpenCV. | Implement, test, debug, and document assigned features or analysis tasks. | Collaborate with engineers, analysts, designers, or product stakeholders. | Participate in code reviews, sprint discussions, and technical learning sessions.","Python, OpenCV, Machine Learning, NumPy","PyTorch, TensorFlow, YOLO","Pursuing a bachelor's degree in Computer Science, Engineering, Data Science, or a related technical discipline.",Freshers welcome; prior internship or project experience is a plus.,B.Tech/B.E./B.Sc. undergraduate in a relevant technical field
JOB078,Business Analytics Intern - Technology Intern,InsightLoop,"Noida, India","InsightLoop is seeking a motivated business analytics intern to work with an engineering team on practical projects involving Excel, SQL, Statistics. The intern will contribute to development, testing, documentation, and team collaboration while learning production engineering practices.","Work on internship projects using Excel and SQL. | Implement, test, debug, and document assigned features or analysis tasks. | Collaborate with engineers, analysts, designers, or product stakeholders. | Participate in code reviews, sprint discussions, and technical learning sessions.","Excel, SQL, Statistics, Data Analysis","Power BI, Tableau, Python",Currently enrolled in an undergraduate program in a computing or engineering discipline.,Students with 0–1 years of relevant experience.,B.Tech/B.E./B.Sc. undergraduate in a relevant technical field
JOB079,Product Engineering Intern,CodeCraft Solutions,"Pune, India","CodeCraft Solutions is seeking a motivated product engineering intern to work with an engineering team on practical projects involving Python, JavaScript, SQL. The intern will contribute to development, testing, documentation, and team collaboration while learning production engineering practices.","Work on internship projects using Python and JavaScript. | Implement, test, debug, and document assigned features or analysis tasks. | Collaborate with engineers, analysts, designers, or product stakeholders. | Participate in code reviews, sprint discussions, and technical learning sessions.","Python, JavaScript, SQL, Git","React, Node.js, AWS","Currently pursuing B.Tech/B.E. in Computer Science, Information Technology, AI, Data Science, or related field.",0–1 years; internship and academic project experience accepted.,B.Tech/B.E./B.Sc. undergraduate in a relevant technical field
JOB080,Generative AI Intern - Summer Internship,Cognivia Labs,"Bengaluru, India","Cognivia Labs is seeking a motivated generative ai intern to work with an engineering team on practical projects involving Python, LLMs, Machine Learning. The intern will contribute to development, testing, documentation, and team collaboration while learning production engineering practices.","Work on internship projects using Python and LLMs. | Implement, test, debug, and document assigned features or analysis tasks. | Collaborate with engineers, analysts, designers, or product stakeholders. | Participate in code reviews, sprint discussions, and technical learning sessions.","Python, LLMs, Machine Learning, Git","RAG, LangChain, Vector Databases","Pursuing a bachelor's degree in Computer Science, Engineering, Data Science, or a related technical discipline.",Freshers welcome; prior internship or project experience is a plus.,B.Tech/B.E./B.Sc. undergraduate in a relevant technical field
JOB081,Software Engineering Intern - Technology Intern,TechNova Labs,"Bengaluru, India","TechNova Labs is seeking a motivated software engineering intern to work with an engineering team on practical projects involving Java, Python, Git. The intern will contribute to development, testing, documentation, and team collaboration while learning production engineering practices.","Work on internship projects using Java and Python. | Implement, test, debug, and document assigned features or analysis tasks. | Collaborate with engineers, analysts, designers, or product stakeholders. | Participate in code reviews, sprint discussions, and technical learning sessions.","Java, Python, Git, REST APIs, Data Structures","Spring Boot, Docker, AWS",Currently enrolled in an undergraduate program in a computing or engineering discipline.,Students with 0–1 years of relevant experience.,B.Tech/B.E./B.Sc. undergraduate in a relevant technical field
JOB082,Frontend Development Intern,BluePeak AI,Remote - India,"BluePeak AI is seeking a motivated frontend development intern to work with an engineering team on practical projects involving HTML, CSS, JavaScript. The intern will contribute to development, testing, documentation, and team collaboration while learning production engineering practices.","Work on internship projects using HTML and CSS. | Implement, test, debug, and document assigned features or analysis tasks. | Collaborate with engineers, analysts, designers, or product stakeholders. | Participate in code reviews, sprint discussions, and technical learning sessions.","HTML, CSS, JavaScript, React, Git","TypeScript, Tailwind CSS, Figma","Currently pursuing B.Tech/B.E. in Computer Science, Information Technology, AI, Data Science, or related field.",0–1 years; internship and academic project experience accepted.,B.Tech/B.E./B.Sc. undergraduate in a relevant technical field
